timestamp,message,logStreamName
1781062164316,"#22 /var/www/html/vendor/laravel/framework/src/Illuminate/Foundation/Application.php(1077): Illuminate\\Container\\Container->resolve('redirect', Array, true)",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#23 /var/www/html/vendor/laravel/framework/src/Illuminate/Container/Container.php(847): Illuminate\\Foundation\\Application->resolve('redirect', Array)",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#24 /var/www/html/vendor/laravel/framework/src/Illuminate/Foundation/Application.php(1057): Illuminate\\Container\\Container->make('redirect', Array)",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,#25 /var/www/html/vendor/laravel/framework/src/Illuminate/Container/Container.php(1679): Illuminate\\Foundation\\Application->make('redirect'),ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,#26 /var/www/html/vendor/laravel/framework/src/Illuminate/Routing/RoutingServiceProvider.php(177): Illuminate\\Container\\Container->offsetGet('redirect'),ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#27 /var/www/html/vendor/laravel/framework/src/Illuminate/Container/Container.php(1036): Illuminate\\Routing\\RoutingServiceProvider->Illuminate\\Routing\\{closure}(Object(Illuminate\\Foundation\\Application), Array)",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,#28 /var/www/html/vendor/laravel/framework/src/Illuminate/Container/Container.php(916): Illuminate\\Container\\Container->build(Object(Closure)),ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#29 /var/www/html/vendor/laravel/framework/src/Illuminate/Foundation/Application.php(1077): Illuminate\\Container\\Container->resolve('Illuminate\\\\Cont...', Array, true)",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#30 /var/www/html/vendor/laravel/framework/src/Illuminate/Container/Container.php(847): Illuminate\\Foundation\\Application->resolve('Illuminate\\\\Cont...', Array)",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#31 /var/www/html/vendor/laravel/framework/src/Illuminate/Foundation/Application.php(1057): Illuminate\\Container\\Container->make('Illuminate\\\\Cont...', Array)",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#32 /var/www/html/vendor/laravel/framework/src/Illuminate/Foundation/helpers.php(126): Illuminate\\Foundation\\Application->make('Illuminate\\\\Cont...', Array)",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,#33 /var/www/html/vendor/laravel/framework/src/Illuminate/Foundation/helpers.php(864): app('Illuminate\\\\Cont...'),ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,#34 /var/www/html/vendor/laravel/framework/src/Illuminate/Foundation/Exceptions/Handler.php(927): response(),ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,#35 /var/www/html/vendor/laravel/framework/src/Illuminate/Foundation/Exceptions/Handler.php(848): Illuminate\\Foundation\\Exceptions\\Handler->renderHttpException(Object(Symfony\\Component\\HttpKernel\\Exception\\HttpException)),ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#36 /var/www/html/vendor/laravel/framework/src/Illuminate/Foundation/Exceptions/Handler.php(739): Illuminate\\Foundation\\Exceptions\\Handler->prepareResponse(Object(Illuminate\\Http\\Request), Object(Symfony\\Component\\HttpKernel\\Exception\\HttpException))",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#37 /var/www/html/vendor/laravel/framework/src/Illuminate/Foundation/Exceptions/Handler.php(627): Illuminate\\Foundation\\Exceptions\\Handler->renderExceptionResponse(Object(Illuminate\\Http\\Request), Object(RuntimeException))",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#38 /var/www/html/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php(51): Illuminate\\Foundation\\Exceptions\\Handler->render(Object(Illuminate\\Http\\Request), Object(RuntimeException))",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#39 /var/www/html/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php(213): Illuminate\\Routing\\Pipeline->handleException(Object(Illuminate\\Http\\Request), Object(RuntimeException))",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,#40 /var/www/html/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php(126): Illuminate\\Pipeline\\Pipeline->Illuminate\\Pipeline\\{closure}(Object(Illuminate\\Http\\Request)),ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,#41 /var/www/html/vendor/laravel/framework/src/Illuminate/Routing/Router.php(807): Illuminate\\Pipeline\\Pipeline->then(Object(Closure)),ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#42 /var/www/html/vendor/laravel/framework/src/Illuminate/Routing/Router.php(786): Illuminate\\Routing\\Router->runRouteWithinStack(Object(Illuminate\\Routing\\Route), Object(Illuminate\\Http\\Request))",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,"#43 /var/www/html/vendor/laravel/framework/src/Illuminate/Routing/Router.php(750): Illuminate\\Routing\\Router->runRoute(Object(Illuminate\\Http\\Request), Object(Illuminate\\Routing\\Route))",ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,#44 /var/www/html/vendor/laravel/framework/src/Illuminate/Routing/Router.php(739): Illuminate\\Routing\\Router->dispatchToRoute(Object(Illuminate\\Http\\Request)),ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
1781062164316,#45 /var/www/html/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php(200): Illuminate\\Routing\\Router->dispatch(Object(Illuminate\\Http\\Request)),ecs/watertrack-api/67cce732880b4e2a9394f9e0e008c032
